signature	comparison	grp1	grp2	pval	grp1.min	grp1.25	grp1.median	grp1.75	grp1.max	grp1.mean	grp2.min	grp2.25	grp2.median	grp2.75	grp2.max	grp2.mean	grp1.detection	grp2.detection	signif_label
SBS22a	IHC-EHC	IHC	EHC	0.0216158018023627	0	0	0.000141700719852725	0.00956814531216456	1	0.0454029400904151	0	0	0	0.00373190167133822	0.463381122401614	0.0122791049776978	0.148329317269076	0.0747355371900827	*
SBS22b	IHC-EHC	IHC	EHC	0.418185854887355	0	0	0	0.00121907708496304	0.0979057958565983	0.00270048586845141	0	0	0	0.00118706179397862	0.0776348652275494	0.00333005686543686	0.0320562248995984	0.039396694214876	
SBS24	IHC-EHC	IHC	EHC	0.433415660901336	0	0.00017539871605934	0.00733679510408224	0.0448160355537041	0.857121996391833	0.0516887143749082	0	5.80371053041146e-05	0.00664077787973873	0.0405746382641892	0.291544785387806	0.0298693156718109	0.235831325301205	0.19200826446281	
SBS28	IHC-EHC	IHC	EHC	0.726456354013614	0	0	0	0.000935761205987115	0.171158336816228	0.00352109376777128	0	0	0	0.00205857496441505	0.0701315524142401	0.0031785229021057	0.0447269076305221	0.0433471074380165	
SBS29	IHC-EHC	IHC	EHC	0.480495647192477	0	0	0.00059699829884829	0.00604476649280125	0.594977313191959	0.0110592318613752	0	0	0.000336923097499359	0.00403319958665029	0.148558984614779	0.00887087167836812	0.0672208835341366	0.0638595041322314	
SBS3	IHC-EHC	IHC	EHC	0.103530135651387	0	0.00025297693944399	0.00423165887228135	0.0331489185022585	0.421007475221814	0.03730966144153	0	0	0.00265589423307016	0.0261585708310476	0.510752170036783	0.0383112723697586	0.152963855421687	0.148925619834711	
SBS32	IHC-EHC	IHC	EHC	0.0657220042327921	0	3.52403948436921e-05	0.00206866399258461	0.0228377010910982	0.342286480632363	0.0212598588678086	0	0	0.00138494542812302	0.0129279462045513	0.371257815975805	0.0140804701504613	0.151903614457831	0.0978429752066116	
SBS38	IHC-EHC	IHC	EHC	0.0396312700981196	0	0	0	0.00070663050841239	0.163572653965563	0.00397656382748537	0	0	0	0.00306233492063032	0.509973090243047	0.0138686345846926	0.031570281124498	0.0577685950413223	*
SBS4	IHC-EHC	IHC	EHC	0.492705138875647	0	0	0.000282641212438196	0.00507385272120551	0.400462540479123	0.0173481750800248	0	0	0.000156604173210647	0.00788483089828067	0.119941368949991	0.0106806134895381	0.0842248995983936	0.0603884297520661	
SBS40a	IHC-EHC	IHC	EHC	0.0182934371132758	0	0.00348072368662173	0.0316879482805352	0.172891389774771	0.530127622935994	0.0985040535620977	0	0.00088271990955848	0.0142158687116492	0.0831000665452614	0.419276598646859	0.0606982924303863	0.318313253012048	0.221115702479339	*
SBS40b	IHC-EHC	IHC	EHC	0.315494945155612	0	0	0.000331749366949996	0.00505626325911674	0.223214889969846	0.00922395776426898	0	0	0.000294490037991308	0.00301773887116875	0.300327762749015	0.0083001855483057	0.0620200803212851	0.0511652892561984	
SBS40c	IHC-EHC	IHC	EHC	0.332626486240795	0	0.000204430189943088	0.00572682092462486	0.0406584082194457	0.531257151352056	0.0367131234374968	0	0.000161775700439704	0.0047297512397644	0.029424155627957	0.296270224589502	0.0288098952139344	0.156232931726908	0.12095041322314	
SBS42	IHC-EHC	IHC	EHC	0.272405977670465	0	0.00146416222292596	0.0275932061374287	0.109017253144776	0.992955395772523	0.0711122341546673	0	0.00193412472604321	0.0452534257985383	0.12581515314432	0.52501115584479	0.0883444594492868	0.355176706827309	0.39095867768595	
SBS44	IHC-EHC	IHC	EHC	0.0132541819758883	0	0	0	0	0.204937107722196	0.00223327628553598	0	0	0	0	0.368248193897966	0.00714351950951206	0.0122248995983936	0.0321652892561984	*
SBS5	IHC-EHC	IHC	EHC	0.224764037024912	0	0.00555349181572841	0.0291238985351337	0.113557458330517	0.57883242074415	0.075178989818338	0	0.00340705772187619	0.0269491313857744	0.0748876253729671	0.270358671197197	0.0518341256479411	0.269012048192771	0.222760330578512	
